,Subdistrict Name,State Name,District Name
1719,Kalaktang Circle,ARUNACHAL PRADESH,West Kameng
1720,Rupa Circle,ARUNACHAL PRADESH,West Kameng
1721,Singchung Circle,ARUNACHAL PRADESH,West Kameng
1722,Jamiri Circle,ARUNACHAL PRADESH,West Kameng
1723,Thrizino Circle,ARUNACHAL PRADESH,West Kameng
1724,Bhalukpong Circle,ARUNACHAL PRADESH,West Kameng
1725,Balemu Circle,ARUNACHAL PRADESH,West Kameng
1727,Seijosa Circle,ARUNACHAL PRADESH,East Kameng
1728,Pakke Kessang Circle,ARUNACHAL PRADESH,East Kameng
1729,Richukrong Circle,ARUNACHAL PRADESH,East Kameng
1730,Seppa Circle,ARUNACHAL PRADESH,East Kameng
1731,Lada Circle,ARUNACHAL PRADESH,East Kameng
1732,Bameng Circle,ARUNACHAL PRADESH,East Kameng
1733,Pipu Circle,ARUNACHAL PRADESH,East Kameng
1734,Khenewa Circle,ARUNACHAL PRADESH,East Kameng
1735,Chayangtajo Circle,ARUNACHAL PRADESH,East Kameng
1736,Sawa Circle,ARUNACHAL PRADESH,East Kameng
1738,Balijan Circle,ARUNACHAL PRADESH,Papum Pare
1739,Itanagar Circle,ARUNACHAL PRADESH,Papum Pare
1740,Naharlagun Circle,ARUNACHAL PRADESH,Papum Pare
1741,Doimukh Circle,ARUNACHAL PRADESH,Papum Pare
1742,Toru Circle,ARUNACHAL PRADESH,Papum Pare
1743,Sagalee Circle,ARUNACHAL PRADESH,Papum Pare
1744,Leporiang Circle,ARUNACHAL PRADESH,Papum Pare
1745,Mengio Circle,ARUNACHAL PRADESH,Papum Pare
1746,Kimin Circle,ARUNACHAL PRADESH,Papum Pare
1748,Ziro Circle,ARUNACHAL PRADESH,Lower Subansiri
1749,Yachuli Circle,ARUNACHAL PRADESH,Lower Subansiri
1750,Pistana Circle,ARUNACHAL PRADESH,Lower Subansiri
1751,Palin Circle,ARUNACHAL PRADESH,Lower Subansiri
1752,Yangte Circle,ARUNACHAL PRADESH,Lower Subansiri
1753,Sangram Circle,ARUNACHAL PRADESH,Lower Subansiri
1754,Nyapin Circle,ARUNACHAL PRADESH,Lower Subansiri
1755,Koloriang Circle,ARUNACHAL PRADESH,Lower Subansiri
1756,Chambang Circle,ARUNACHAL PRADESH,Lower Subansiri
1757,Sarli Circle,ARUNACHAL PRADESH,Lower Subansiri
1758,Parsi-Parlo Circle,ARUNACHAL PRADESH,Lower Subansiri
1759,Damin Circle,ARUNACHAL PRADESH,Lower Subansiri
1760,Longding Koling Circle,ARUNACHAL PRADESH,Lower Subansiri
1761,Tali Circle,ARUNACHAL PRADESH,Lower Subansiri
1762,Kamporijo Circle,ARUNACHAL PRADESH,Lower Subansiri
1763,Dollungmukh Circle,ARUNACHAL PRADESH,Lower Subansiri
1764,Raga Circle,ARUNACHAL PRADESH,Lower Subansiri
1766,Taksing Circle,ARUNACHAL PRADESH,Upper Subansiri
1767,Limeking Circle,ARUNACHAL PRADESH,Upper Subansiri
1768,Nacho Circle,ARUNACHAL PRADESH,Upper Subansiri
1769,Siyum Circle,ARUNACHAL PRADESH,Upper Subansiri
1770,Taliha Circle,ARUNACHAL PRADESH,Upper Subansiri
1771,Payeng Circle,ARUNACHAL PRADESH,Upper Subansiri
1772,Giba Circle,ARUNACHAL PRADESH,Upper Subansiri
1773,Daporijo Circle,ARUNACHAL PRADESH,Upper Subansiri
1774,Puchi Geko Circle,ARUNACHAL PRADESH,Upper Subansiri
1775,Dumporijo Circle,ARUNACHAL PRADESH,Upper Subansiri
1776,Baririjo Circle,ARUNACHAL PRADESH,Upper Subansiri
1778,Mechuka Circle,ARUNACHAL PRADESH,West Siang
1779,Monigong Circle,ARUNACHAL PRADESH,West Siang
1780,Pidi Circle,ARUNACHAL PRADESH,West Siang
1781,Payum Circle,ARUNACHAL PRADESH,West Siang
1782,Tato Circle,ARUNACHAL PRADESH,West Siang
1783,Kaying Circle,ARUNACHAL PRADESH,West Siang
1784,Darak Circle,ARUNACHAL PRADESH,West Siang
1785,Kamba Circle,ARUNACHAL PRADESH,West Siang
1786,Rumgong Circle,ARUNACHAL PRADESH,West Siang
1787,Jomlo Mobuk Circle,ARUNACHAL PRADESH,West Siang
1788,Liromoba Circle,ARUNACHAL PRADESH,West Siang
1789,Yomcha Circle,ARUNACHAL PRADESH,West Siang
1790,Along Circle,ARUNACHAL PRADESH,West Siang
1791,Tirbin Circle,ARUNACHAL PRADESH,West Siang
1792,Basar Circle,ARUNACHAL PRADESH,West Siang
1793,Daring Circle,ARUNACHAL PRADESH,West Siang
1794,Gensi Circle,ARUNACHAL PRADESH,West Siang
1795,Likabali Circle,ARUNACHAL PRADESH,West Siang
1796,Kangku Circle,ARUNACHAL PRADESH,West Siang
1797,Bagra Circle,ARUNACHAL PRADESH,West Siang
1799,Boleng Circle,ARUNACHAL PRADESH,East Siang
1800,Riga Circle,ARUNACHAL PRADESH,East Siang
1801,Pangin Circle,ARUNACHAL PRADESH,East Siang
1802,Rebo-Perging Circle,ARUNACHAL PRADESH,East Siang
1803,Koyu Circle,ARUNACHAL PRADESH,East Siang
1804,Nari Circle,ARUNACHAL PRADESH,East Siang
1805,New Seren Circle,ARUNACHAL PRADESH,East Siang
1806,Bilat Circle,ARUNACHAL PRADESH,East Siang
1807,Ruksin Circle,ARUNACHAL PRADESH,East Siang
1808,Sille-Oyan Circle,ARUNACHAL PRADESH,East Siang
1809,Pasighat Circle,ARUNACHAL PRADESH,East Siang
1810,Mebo Circle,ARUNACHAL PRADESH,East Siang
1812,Tuting Circle,ARUNACHAL PRADESH,Upper Siang
1813,Migging Circle,ARUNACHAL PRADESH,Upper Siang
1814,Palling Circle,ARUNACHAL PRADESH,Upper Siang
1815,Gelling Circle,ARUNACHAL PRADESH,Upper Siang
1816,Singa Circle,ARUNACHAL PRADESH,Upper Siang
1817,Yingwong Circle,ARUNACHAL PRADESH,Upper Siang
1818,Jengging Circle,ARUNACHAL PRADESH,Upper Siang
1819,Geku Circle,ARUNACHAL PRADESH,Upper Siang
1820,Mariyang Circle,ARUNACHAL PRADESH,Upper Siang
1821,Katan Circle ,ARUNACHAL PRADESH,Upper Siang
1823,Mipi Circle,ARUNACHAL PRADESH,Dibang Valley
1824,Anini Circle ,ARUNACHAL PRADESH,Dibang Valley
1825,Etalin Circle,ARUNACHAL PRADESH,Dibang Valley
1826,Anelih Circle,ARUNACHAL PRADESH,Dibang Valley
1827,Koronli Circle,ARUNACHAL PRADESH,Dibang Valley
1828,Hunli Circle,ARUNACHAL PRADESH,Dibang Valley
1829,Desali Circle,ARUNACHAL PRADESH,Dibang Valley
1830,Roing Circle,ARUNACHAL PRADESH,Dibang Valley
1831,Dambuk Circle,ARUNACHAL PRADESH,Dibang Valley
1832,Koronu Circle,ARUNACHAL PRADESH,Dibang Valley
1834,Sunpura Circle,ARUNACHAL PRADESH,Lohit
1835,Tezu Circle,ARUNACHAL PRADESH,Lohit
1836,Hayuliang Circle,ARUNACHAL PRADESH,Lohit
1837,Manchal Circle,ARUNACHAL PRADESH,Lohit
1838,Goiliang Circle,ARUNACHAL PRADESH,Lohit
1839,Chaglagam Circle,ARUNACHAL PRADESH,Lohit
1840,Kibithoo Circle,ARUNACHAL PRADESH,Lohit
1841,Walong Circle,ARUNACHAL PRADESH,Lohit
1842,Hawai Circle,ARUNACHAL PRADESH,Lohit
1843,Wakro Circle,ARUNACHAL PRADESH,Lohit
1844,Chowkham Circle,ARUNACHAL PRADESH,Lohit
1845,Namsai Circle,ARUNACHAL PRADESH,Lohit
1846,Piyong Circle,ARUNACHAL PRADESH,Lohit
1847,Mahadevpur Circle,ARUNACHAL PRADESH,Lohit
1849,Khimiyong Circle,ARUNACHAL PRADESH,Changlang
1850,Changlang Circle,ARUNACHAL PRADESH,Changlang
1851,Namtok Circle,ARUNACHAL PRADESH,Changlang
1852,Manmao Circle,ARUNACHAL PRADESH,Changlang
1853,Nampong Circle,ARUNACHAL PRADESH,Changlang
1854,Jairampur Circle,ARUNACHAL PRADESH,Changlang
1855,Vijoynagar Circle,ARUNACHAL PRADESH,Changlang
1856,Miao Circle,ARUNACHAL PRADESH,Changlang
1857,Kharsang Circle,ARUNACHAL PRADESH,Changlang
1858,Diyun Circle,ARUNACHAL PRADESH,Changlang
1859,Bordumsa Circle,ARUNACHAL PRADESH,Changlang
1861,Namsang Circle,ARUNACHAL PRADESH,Tirap
1862,Khonsa Circle,ARUNACHAL PRADESH,Tirap
1863,Kanubari Circle,ARUNACHAL PRADESH,Tirap
1864,Longding Circle,ARUNACHAL PRADESH,Tirap
1865,Pumao Circle,ARUNACHAL PRADESH,Tirap
1866,Pangchao Circle,ARUNACHAL PRADESH,Tirap
1867,Wakka Circle,ARUNACHAL PRADESH,Tirap
1868,Laju Circle,ARUNACHAL PRADESH,Tirap
1871,Naginimora,NAGALAND,Mon
1872,Tizit,NAGALAND,Mon
1873,Hunta,NAGALAND,Mon
1874,Shangyu,NAGALAND,Mon
1875,Mon Sadar,NAGALAND,Mon
1876,Wakching,NAGALAND,Mon
1877,Aboi,NAGALAND,Mon
1878,Longshen,NAGALAND,Mon
1879,Phomching,NAGALAND,Mon
1880,Chen,NAGALAND,Mon
1881,Longching,NAGALAND,Mon
1882,Mopong,NAGALAND,Mon
1883,Tobu,NAGALAND,Mon
1884,Monyakshu,NAGALAND,Mon
1886,Tamlu,NAGALAND,Tuensang
1887,Yongya,NAGALAND,Tuensang
1888,Longleng,NAGALAND,Tuensang
1889,Noksen,NAGALAND,Tuensang
1890,Chare,NAGALAND,Tuensang
1891,Longkhim,NAGALAND,Tuensang
1892,Tuensang Sadar,NAGALAND,Tuensang
1893,Noklak,NAGALAND,Tuensang
1894,Panso,NAGALAND,Tuensang
1895,Shamator,NAGALAND,Tuensang
1896,Tsurungtho,NAGALAND,Tuensang
1897,Chessore,NAGALAND,Tuensang
1898,Seyochung,NAGALAND,Tuensang
1899,Amahator,NAGALAND,Tuensang
1900,Kiphire Sadar,NAGALAND,Tuensang
1901,Thonoknyu,NAGALAND,Tuensang
1902,Kiusam,NAGALAND,Tuensang
1903,Sitimi,NAGALAND,Tuensang
1904,Longmatra,NAGALAND,Tuensang
1905,Pungro,NAGALAND,Tuensang
1907,Longchem,NAGALAND,Mokokchung
1908,Alongkima,NAGALAND,Mokokchung
1909,Tuli,NAGALAND,Mokokchung
1910,Changtongya,NAGALAND,Mokokchung
1911,Chuchuyimlang,NAGALAND,Mokokchung
1912,Kubolong,NAGALAND,Mokokchung
1913,Mangkolemba,NAGALAND,Mokokchung
1914,Ongpangkong,NAGALAND,Mokokchung
1916,V.K.,NAGALAND,Zunheboto
1917,Akuluto,NAGALAND,Zunheboto
1918,Suruhoto,NAGALAND,Zunheboto
1919,Asuto,NAGALAND,Zunheboto
1920,Aghunato,NAGALAND,Zunheboto
1921,Zunheboto Sadar,NAGALAND,Zunheboto
1922,Atoizu,NAGALAND,Zunheboto
1923,Pughoboto,NAGALAND,Zunheboto
1924,Ghatashi,NAGALAND,Zunheboto
1925,Satakha,NAGALAND,Zunheboto
1926,Satoi,NAGALAND,Zunheboto
1928,Changpang,NAGALAND,Wokha
1929,Aitepyong,NAGALAND,Wokha
1930,Bhandari,NAGALAND,Wokha
1931,Baghty,NAGALAND,Wokha
1932,Sungro,NAGALAND,Wokha
1933,Sanis,NAGALAND,Wokha
1934,Lotsu,NAGALAND,Wokha
1935,Ralan,NAGALAND,Wokha
1936,Wozhuro,NAGALAND,Wokha
1937,Wokha Sadar,NAGALAND,Wokha
1938,Chukitong,NAGALAND,Wokha
1940,Niuland,NAGALAND,Dimapur
1941,Kuhoboto,NAGALAND,Dimapur
1942,Nihokhu,NAGALAND,Dimapur
1943,Dimapur Sadar,NAGALAND,Dimapur
1944,Chumukedima,NAGALAND,Dimapur
1945,Dhansiripar,NAGALAND,Dimapur
1946,Medziphema,NAGALAND,Dimapur
1948,Tseminyu,NAGALAND,Kohima
1949,Chiephobozou,NAGALAND,Kohima
1950,Kezocha,NAGALAND,Kohima
1951,Jakhama,NAGALAND,Kohima
1952,Kohima Sadar,NAGALAND,Kohima
1953,Sechu,NAGALAND,Kohima
1954,Ngwalwa,NAGALAND,Kohima
1955,Jalukie,NAGALAND,Kohima
1956,Athibung,NAGALAND,Kohima
1957,Nsong,NAGALAND,Kohima
1958,Tening,NAGALAND,Kohima
1959,Peren,NAGALAND,Kohima
1961,Sekruzu,NAGALAND,Phek
1962,Phek Sadar,NAGALAND,Phek
1963,Meluri,NAGALAND,Phek
1964,Phokhungri,NAGALAND,Phek
1965,Chazouba,NAGALAND,Phek
1966,Chetheba,NAGALAND,Phek
1967,Sakraba,NAGALAND,Phek
1968,Pfutsero,NAGALAND,Phek
1969,Khezhakeno,NAGALAND,Phek
1970,Chizami,NAGALAND,Phek
1973,Mao-Maram Sub-Division,MANIPUR,Senapati
1974,Paomata Sub-Division,MANIPUR,Senapati
1975,Purul Sub-Division,MANIPUR,Senapati
1976,Sadar Hills West Sub-Division,MANIPUR,Senapati
1977,Saitu Gamphazol Sub-Division ,MANIPUR,Senapati
1978,Sadar Hills East Sub-Division,MANIPUR,Senapati
1980,Tamenglong West Sub-Division,MANIPUR,Tamenglong
1981,Tamenglong North Sub-Division,MANIPUR,Tamenglong
1982,Tamenglong Sub-Division ,MANIPUR,Tamenglong
1983,Nungba Sub-Division,MANIPUR,Tamenglong
1985,Tipaimukh Sub-Division,MANIPUR,Churachandpur
1986,Thanlon Sub-Division,MANIPUR,Churachandpur
1987,Churachandpur North Sub-Div.,MANIPUR,Churachandpur
1988,Churachandpur  Sub-Division,MANIPUR,Churachandpur
1989,Singngat Sub-Division ,MANIPUR,Churachandpur
1991,Nambol Sub-Division,MANIPUR,Bishnupur
1992,Bishnupur Sub-Division,MANIPUR,Bishnupur
1993,Moirang Sub-Division ,MANIPUR,Bishnupur
1995,Lilong Sub-Division,MANIPUR,Thoubal
1996,Thoubal Sub-Division,MANIPUR,Thoubal
1997,Kakching Sub-Div.,MANIPUR,Thoubal
1999,Lamshang Sub-Division ,MANIPUR,Imphal West
2000,Patsoi Sub-Division,MANIPUR,Imphal West
2001,Lamphelpat Sub-Division,MANIPUR,Imphal West
2002,Wangoi Sub-Division,MANIPUR,Imphal West
2004,Jiribam  Sub-Division,MANIPUR,Imphal East
2005,Sawombung Sub-Division,MANIPUR,Imphal East
2006,Porompat Sub-Division,MANIPUR,Imphal East
2007,Keirao Bitra Sub-Division,MANIPUR,Imphal East
2009,Ukhrul North  Sub-Division,MANIPUR,Ukhrul
2010,Ukhrul Central Sub-Division,MANIPUR,Ukhrul
2011,Kamjong Chassad Sub-Div.,MANIPUR,Ukhrul
2012,Phungyar Phaisat Sub-Division,MANIPUR,Ukhrul
2013,Ukhrul South Sub-Division,MANIPUR,Ukhrul
2015,Machi  Sub-Division,MANIPUR,Chandel
2016,Tengnoupal Sub-Division,MANIPUR,Chandel
2017,Chandel Sub-Div.,MANIPUR,Chandel
2018,Chakpikarong Sub-Division,MANIPUR,Chandel
2021,Zawlnuam,MIZORAM,Mamit
2022,West Phaileng,MIZORAM,Mamit
2023,Reiek,MIZORAM,Mamit
2025,North Thingdawl,MIZORAM,Kolasib
2027,Darlawn,MIZORAM,Aizawl
2028,Phullen,MIZORAM,Aizawl
2029,Thingsulthliah,MIZORAM,Aizawl
2030,Tlangnuam,MIZORAM,Aizawl
2031,Aibawk,MIZORAM,Aizawl
2033,Ngopa,MIZORAM,Champhai
2034,Khawzawl,MIZORAM,Champhai
2035,Khawbung,MIZORAM,Champhai
2037,Serchhip,MIZORAM,Serchhip
2038,East Lungdar,MIZORAM,Serchhip
2040,West Bunghmun,MIZORAM,Lunglei
2041,Lungsen,MIZORAM,Lunglei
2042,Lunglei,MIZORAM,Lunglei
2043,Hnahthial,MIZORAM,Lunglei
2045,Chawngte,MIZORAM,Lawngtlai
2046,Lawngtlai,MIZORAM,Lawngtlai
2048,Sangau,MIZORAM,Saiha
2049,Tuipang,MIZORAM,Saiha
2052,Mohanpur,TRIPURA,West Tripura 
2053,Hezamara,TRIPURA,West Tripura 
2054,Pabmabil,TRIPURA,West Tripura 
2055,Khowai,TRIPURA,West Tripura 
2056,Tulashikhar,TRIPURA,West Tripura 
2057,Kalyanpur,TRIPURA,West Tripura 
2058,Teliamura,TRIPURA,West Tripura 
2059,Mandai,TRIPURA,West Tripura 
2060,Jirania,TRIPURA,West Tripura 
2061,Dukli,TRIPURA,West Tripura 
2062,Jampuijala,TRIPURA,West Tripura 
2063,Bishalgarh,TRIPURA,West Tripura 
2064,Boxanagar,TRIPURA,West Tripura 
2065,Melaghar,TRIPURA,West Tripura 
2066,Kathalia,TRIPURA,West Tripura 
2068,Killa,TRIPURA,South Tripura 
2069,Amarpur,TRIPURA,South Tripura 
2070,Matarbari,TRIPURA,South Tripura 
2071,Kakraban,TRIPURA,South Tripura 
2072,Rajnagar,TRIPURA,South Tripura 
2073,Hrishyamukh,TRIPURA,South Tripura 
2074,Bagafa,TRIPURA,South Tripura 
2075,Karbuk,TRIPURA,South Tripura 
2076,Rupaichhari,TRIPURA,South Tripura 
2077,Satchand,TRIPURA,South Tripura 
2079,Salema,TRIPURA,Dhalai 
2080,Manu,TRIPURA,Dhalai 
2081,Ambassa,TRIPURA,Dhalai 
2082,Chhamanu,TRIPURA,Dhalai 
2083,Dumburnagar,TRIPURA,Dhalai 
2085,Gournagar,TRIPURA,North Tripura 
2086,Kadamtala,TRIPURA,North Tripura 
2087,Panisagar,TRIPURA,North Tripura 
2088,Damchhara,TRIPURA,North Tripura 
2089,Pencharthal,TRIPURA,North Tripura 
2090,Kumarghat,TRIPURA,North Tripura 
2091,Dasda,TRIPURA,North Tripura 
2092,Jampuii hills,TRIPURA,North Tripura 
2095,Selsella,MEGHALAYA,West Garo Hills
2096,Dadenggiri,MEGHALAYA,West Garo Hills
2097,Tikrikilla,MEGHALAYA,West Garo Hills
2098,Rongram,MEGHALAYA,West Garo Hills
2099,Betasing,MEGHALAYA,West Garo Hills
2100,Zikzak,MEGHALAYA,West Garo Hills
2101,Dalu,MEGHALAYA,West Garo Hills
2103,Resubelpara,MEGHALAYA,East Garo Hills
2104,Dambo Rongjeng,MEGHALAYA,East Garo Hills
2105,Songsak,MEGHALAYA,East Garo Hills
2106,Samanda,MEGHALAYA,East Garo Hills
2108,Chokpot,MEGHALAYA,South Garo Hills
2109,Baghmara,MEGHALAYA,South Garo Hills
2110,Rongara,MEGHALAYA,South Garo Hills
2112,Mawshynrut,MEGHALAYA,West Khasi Hills
2113,Nongstoin,MEGHALAYA,West Khasi Hills
2114,Mairang,MEGHALAYA,West Khasi Hills
2115,Ranikor,MEGHALAYA,West Khasi Hills
2116,Mawkyrwat,MEGHALAYA,West Khasi Hills
2118,Umling,MEGHALAYA,Ri Bhoi 
2119,Umsning,MEGHALAYA,Ri Bhoi 
2121,Mawphlang,MEGHALAYA,East Khasi Hills
2122,Mylliem,MEGHALAYA,East Khasi Hills
2123,Mawryngkneng,MEGHALAYA,East Khasi Hills
2124,Mawkynrew,MEGHALAYA,East Khasi Hills
2125,Mawsynram,MEGHALAYA,East Khasi Hills
2126,Shella Bholaganj,MEGHALAYA,East Khasi Hills
2127,Pynursla,MEGHALAYA,East Khasi Hills
2129,Thadlaskein,MEGHALAYA,Jaintia Hills
2130,Laskein,MEGHALAYA,Jaintia Hills
2131,Amlarem,MEGHALAYA,Jaintia Hills
2132,Khliehriat,MEGHALAYA,Jaintia Hills
2135,Gossaigaon,ASSAM,Kokrajhar
2136,Bhowraguri,ASSAM,Kokrajhar
2137,Dotoma,ASSAM,Kokrajhar
2138,Kokrajhar,ASSAM,Kokrajhar
2139,Sidli (PT-I),ASSAM,Kokrajhar
2141,Agamoni,ASSAM,Dhubri
2142,Golokganj,ASSAM,Dhubri
2143,Dhubri,ASSAM,Dhubri
2144,BagribariI,ASSAM,Dhubri
2145,Bilasipara,ASSAM,Dhubri
2146,Chapar,ASSAM,Dhubri
2147,South Salmara,ASSAM,Dhubri
2148,Mankachar,ASSAM,Dhubri
2150,Lakhipur,ASSAM,Goalpara
2151,Balijana,ASSAM,Goalpara
2152,Matia,ASSAM,Goalpara
2153,Dudhnai,ASSAM,Goalpara
2154,Rangjuli,ASSAM,Goalpara
2156,Sidli (PT-II),ASSAM,Bongaigaon
2157,Bongaigaon,ASSAM,Bongaigaon
2158,Boitamari,ASSAM,Bongaigaon
2159,Srijangram,ASSAM,Bongaigaon
2160,Bijni,ASSAM,Bongaigaon
2162,Barnagar,ASSAM,Barpeta
2163,Kalgachia,ASSAM,Barpeta
2164,Baghbor,ASSAM,Barpeta
2165,Barpeta,ASSAM,Barpeta
2166,Sarthebari,ASSAM,Barpeta
2167,Bajali,ASSAM,Barpeta
2168,Sarupeta,ASSAM,Barpeta
2169,Jalah,ASSAM,Barpeta
2171,Goreswar,ASSAM,Kamrup
2172,Rangia,ASSAM,Kamrup
2173,Kamalpur ,ASSAM,Kamrup
2174,Kamalpur ,ASSAM,Kamrup
2175,Hajo,ASSAM,Kamrup
2176,Chhaygaon,ASSAM,Kamrup
2177,Chamaria,ASSAM,Kamrup
2178,Nagarbera,ASSAM,Kamrup
2179,Boko,ASSAM,Kamrup
2180,Palasbari,ASSAM,Kamrup
2181,Guwahati,ASSAM,Kamrup
2182,North Guwahati,ASSAM,Kamrup
2183,Dispur,ASSAM,Kamrup
2184,Sonapur,ASSAM,Kamrup
2185,Chandrapur,ASSAM,Kamrup
2187,Baska,ASSAM,Nalbari
2188,Barama,ASSAM,Nalbari
2189,Tihu,ASSAM,Nalbari
2190,Pachim Nalbari,ASSAM,Nalbari
2191,Barkhetri,ASSAM,Nalbari
2192,Barbhag,ASSAM,Nalbari
2193,Nalbari,ASSAM,Nalbari
2194,Ghograpar,ASSAM,Nalbari
2195,Tamulpur,ASSAM,Nalbari
2197,Harisinga,ASSAM,Darrang
2198,Khoirabari,ASSAM,Darrang
2199,Pathorighat,ASSAM,Darrang
2200,Sipajhar,ASSAM,Darrang
2201,Mangaldoi,ASSAM,Darrang
2202,Kalajgaon,ASSAM,Darrang
2203,Dalgaon,ASSAM,Darrang
2204,Dalgaon ,ASSAM,Darrang
2205,Udalguri,ASSAM,Darrang
2206,Majbat,ASSAM,Darrang
2208,Mayong,ASSAM,Marigaon
2209,Bhuragaon,ASSAM,Marigaon
2210,Laharighat,ASSAM,Marigaon
2211,Marigaon,ASSAM,Marigaon
2212,Mikirbheta,ASSAM,Marigaon
2214,Koliabor,ASSAM,Nagaon
2215,Samaguri ,ASSAM,Nagaon
2216,Samaguri,ASSAM,Nagaon
2217,Rupahi ,ASSAM,Nagaon
2218,Rupahi ,ASSAM,Nagaon
2219,Dhing,ASSAM,Nagaon
2220,Nagaon,ASSAM,Nagaon
2221,Raha,ASSAM,Nagaon
2222,Kampur,ASSAM,Nagaon
2223,Hojai,ASSAM,Nagaon
2224,Lanka,ASSAM,Nagaon
2226,Dhekiajuli,ASSAM,Sonitpur
2227,Chariduar,ASSAM,Sonitpur
2228,Tezpur,ASSAM,Sonitpur
2229,Na-Duar,ASSAM,Sonitpur
2230,Biswanath,ASSAM,Sonitpur
2231,Helem,ASSAM,Sonitpur
2232,Gohpur,ASSAM,Sonitpur
2234,Narayanpur,ASSAM,Lakhimpur
2235,Bihpuraia,ASSAM,Lakhimpur
2236,Naobaicha,ASSAM,Lakhimpur
2237,Kadam,ASSAM,Lakhimpur
2238,North Lakhimpur,ASSAM,Lakhimpur
2239,Dhakuakhana (PT-I),ASSAM,Lakhimpur
2240,Subansiri (PT-I),ASSAM,Lakhimpur
2242,Subansiri (PT-II),ASSAM,Dhemaji
2243,Dhemaji,ASSAM,Dhemaji
2244,Dhakuakhana (PT-II),ASSAM,Dhemaji
2245,Sissibargaon,ASSAM,Dhemaji
2246,Jonai,ASSAM,Dhemaji
2248,Sadiya,ASSAM,Tinsukia
2249,Doom Dooma,ASSAM,Tinsukia
2250,Tinsukia,ASSAM,Tinsukia
2251,Margherita,ASSAM,Tinsukia
2253,Dibrugarh West,ASSAM,Dibrugarh
2254,Dibrugarh East,ASSAM,Dibrugarh
2255,Chabua,ASSAM,Dibrugarh
2256,Tengakhat,ASSAM,Dibrugarh
2257,Moran,ASSAM,Dibrugarh
2258,Tingkhong,ASSAM,Dibrugarh
2259,Naharkathiya,ASSAM,Dibrugarh
2261,Dimow,ASSAM,Sibsagar
2262,Sibsagar,ASSAM,Sibsagar
2263,Amguri ,ASSAM,Sibsagar
2264,Amguri ,ASSAM,Sibsagar
2265,Nazira ,ASSAM,Sibsagar
2266,Nazira ,ASSAM,Sibsagar
2267,Sonari ,ASSAM,Sibsagar
2268,Sonari ,ASSAM,Sibsagar
2269,Mahmora,ASSAM,Sibsagar
2271,Majuli,ASSAM,Jorhat
2272,Jorhat West,ASSAM,Jorhat
2273,Jorhat East,ASSAM,Jorhat
2274,Teok,ASSAM,Jorhat
2275,Titabar,ASSAM,Jorhat
2277,Bokakhat,ASSAM,Golaghat
2278,Khumtai,ASSAM,Golaghat
2279,Dergaon,ASSAM,Golaghat
2280,Golaghat,ASSAM,Golaghat
2281,Sarupathar,ASSAM,Golaghat
2283,Donka,ASSAM,Karbi Anglong
2284,Diphu ,ASSAM,Karbi Anglong
2285,Diphu ,ASSAM,Karbi Anglong
2286,Phuloni ,ASSAM,Karbi Anglong
2287,Phuloni ,ASSAM,Karbi Anglong
2288,Silonijan,ASSAM,Karbi Anglong
2290,Umrangso,ASSAM,North Cachar Hills
2291,Haflong,ASSAM,North Cachar Hills
2292,Mahur,ASSAM,North Cachar Hills
2293,Maibong,ASSAM,North Cachar Hills
2295,Katigora,ASSAM,Cachar
2296,Silchar,ASSAM,Cachar
2297,Udarbond,ASSAM,Cachar
2298,Sonai ,ASSAM,Cachar
2299,Sonai ,ASSAM,Cachar
2300,Lakhipur,ASSAM,Cachar
2302,Karimganj,ASSAM,Karimganj
2303,Badarpur,ASSAM,Karimganj
2304,Nilambazar,ASSAM,Karimganj
2305,Patharkandi,ASSAM,Karimganj
2306,Ramkrishna Nagar,ASSAM,Karimganj
2308,Algapur,ASSAM,Hailakandi
2309,Hailakandi,ASSAM,Hailakandi
2310,Lala,ASSAM,Hailakandi
2311,Katlichara,ASSAM,Hailakandi
2314,Darjeeling Pulbazar,WEST BENGAL,Darjiling 
2315,Rangli Rangliot,WEST BENGAL,Darjiling 
2316,Kalimpong -I,WEST BENGAL,Darjiling 
2317,Kalimpong - II,WEST BENGAL,Darjiling 
2318,Gorubathan,WEST BENGAL,Darjiling 
2319,Jorebunglow Sukiapokhri,WEST BENGAL,Darjiling 
2320,Mirik,WEST BENGAL,Darjiling 
2321,Kurseong,WEST BENGAL,Darjiling 
2322,Matigara ,WEST BENGAL,Darjiling 
2323,Naxalbari,WEST BENGAL,Darjiling 
2324,Phansidewa,WEST BENGAL,Darjiling 
2325,Kharibari,WEST BENGAL,Darjiling 
2327,Rajganj,WEST BENGAL,Jalpaiguri 
2328,Mal,WEST BENGAL,Jalpaiguri 
2329,Matiali,WEST BENGAL,Jalpaiguri 
2330,Nagrakata,WEST BENGAL,Jalpaiguri 
2331,Madarihat,WEST BENGAL,Jalpaiguri 
2332,Kalchini,WEST BENGAL,Jalpaiguri 
2333,Kumargram,WEST BENGAL,Jalpaiguri 
2334,Alipurduar - I,WEST BENGAL,Jalpaiguri 
2335,Alipurduar - II,WEST BENGAL,Jalpaiguri 
2336,Falakata,WEST BENGAL,Jalpaiguri 
2337,Dhupguri,WEST BENGAL,Jalpaiguri 
2338,Maynaguri,WEST BENGAL,Jalpaiguri 
2339,Jalpaiguri,WEST BENGAL,Jalpaiguri 
2341,Haldibari,WEST BENGAL,Koch Bihar 
