,Subdistrict Name,State Name,District Name
2,Kupwara,JAMMU & KASHMIR,Kupwara
3,Handwara,JAMMU & KASHMIR,Kupwara
4,Karnah,JAMMU & KASHMIR,Kupwara
6,Gurez,JAMMU & KASHMIR,Baramula
7,Bandipore,JAMMU & KASHMIR,Baramula
8,Sonawari,JAMMU & KASHMIR,Baramula
9,Sopore,JAMMU & KASHMIR,Baramula
10,Pattan,JAMMU & KASHMIR,Baramula
11,Baramula,JAMMU & KASHMIR,Baramula
12,Uri,JAMMU & KASHMIR,Baramula
13,Gulmarg,JAMMU & KASHMIR,Baramula
15,Kangan,JAMMU & KASHMIR,Srinagar
16,Ganderbal,JAMMU & KASHMIR,Srinagar
17,Srinagar,JAMMU & KASHMIR,Srinagar
19,Beerwah,JAMMU & KASHMIR,Badgam
20,Badgam,JAMMU & KASHMIR,Badgam
21,Chadura,JAMMU & KASHMIR,Badgam
23,Pampore,JAMMU & KASHMIR,Pulwama
24,Tral,JAMMU & KASHMIR,Pulwama
25,Pulwama,JAMMU & KASHMIR,Pulwama
26,Shupiyan,JAMMU & KASHMIR,Pulwama
28,Pahalgam,JAMMU & KASHMIR,Anantnag
29,Bijbehara,JAMMU & KASHMIR,Anantnag
30,Anantnag,JAMMU & KASHMIR,Anantnag
31,Kulgam,JAMMU & KASHMIR,Anantnag
32,Duru,JAMMU & KASHMIR,Anantnag
34,Leh,JAMMU & KASHMIR,Leh (Ladakh)
36,Kargil,JAMMU & KASHMIR,Kargil
37,Zanskar,JAMMU & KASHMIR,Kargil
39,Banihal,JAMMU & KASHMIR,Doda
40,Ramban,JAMMU & KASHMIR,Doda
41,Doda,JAMMU & KASHMIR,Doda
42,Kishtwar,JAMMU & KASHMIR,Doda
43,Thathri,JAMMU & KASHMIR,Doda
44,Bhalessa (Gandoh),JAMMU & KASHMIR,Doda
45,Bhaderwah,JAMMU & KASHMIR,Doda
47,Gool Gulab Garh,JAMMU & KASHMIR,Udhampur
48,Reasi,JAMMU & KASHMIR,Udhampur
49,Udhampur,JAMMU & KASHMIR,Udhampur
50,Chenani,JAMMU & KASHMIR,Udhampur
51,Ramnagar,JAMMU & KASHMIR,Udhampur
53,Haveli,JAMMU & KASHMIR,Punch
54,Mendhar,JAMMU & KASHMIR,Punch
55,Surankote,JAMMU & KASHMIR,Punch
57,Thanamandi,JAMMU & KASHMIR,Rajauri
58,Rajauri,JAMMU & KASHMIR,Rajauri
59,Budhal,JAMMU & KASHMIR,Rajauri
60,Kalakote,JAMMU & KASHMIR,Rajauri
61,Nowshehra ,JAMMU & KASHMIR,Rajauri
62,Sunderbani  ,JAMMU & KASHMIR,Rajauri
64,Akhnoor,JAMMU & KASHMIR,Jammu
65,Jammu,JAMMU & KASHMIR,Jammu
66,Ranbirsinghpora,JAMMU & KASHMIR,Jammu
67,Bishna,JAMMU & KASHMIR,Jammu
68,Samba,JAMMU & KASHMIR,Jammu
70,Billawar,JAMMU & KASHMIR,Kathua
71,Bashohli,JAMMU & KASHMIR,Kathua
72,Kathua,JAMMU & KASHMIR,Kathua
73,Hiranagar,JAMMU & KASHMIR,Kathua
76,Pangi(T),HIMACHAL PRADESH,Chamba
77,Chaurah(T),HIMACHAL PRADESH,Chamba
78,Saluni(T),HIMACHAL PRADESH,Chamba
79,Bhalai(S.T),HIMACHAL PRADESH,Chamba
80,Dalhousie(T),HIMACHAL PRADESH,Chamba
81,Bhattiyat(T),HIMACHAL PRADESH,Chamba
82,Sihunta(S.T),HIMACHAL PRADESH,Chamba
83,Chamba(T),HIMACHAL PRADESH,Chamba
84,Holi(S.T),HIMACHAL PRADESH,Chamba
85,Brahmaur(T),HIMACHAL PRADESH,Chamba
87,Nurpur(T),HIMACHAL PRADESH,Kangra
88,Indora(T),HIMACHAL PRADESH,Kangra
89,Fatehpur(T),HIMACHAL PRADESH,Kangra
90,Jawali(T),HIMACHAL PRADESH,Kangra
91,Harchakian(S.T),HIMACHAL PRADESH,Kangra
92,Shahpur(T),HIMACHAL PRADESH,Kangra
93,Dharmsala(T),HIMACHAL PRADESH,Kangra
94,Kangra(T),HIMACHAL PRADESH,Kangra
95,Baroh(T),HIMACHAL PRADESH,Kangra
96,Dera Gopipur(T),HIMACHAL PRADESH,Kangra
97,Jaswan(T),HIMACHAL PRADESH,Kangra
98,Rakkar(S.T),HIMACHAL PRADESH,Kangra
99,Khundian(T),HIMACHAL PRADESH,Kangra
100,Thural(S.T),HIMACHAL PRADESH,Kangra
101,Dhira(S.T),HIMACHAL PRADESH,Kangra
102,Jai Singhpur(T),HIMACHAL PRADESH,Kangra
103,Palampur(T),HIMACHAL PRADESH,Kangra
104,Baijnath(T),HIMACHAL PRADESH,Kangra
105,Multhan(S.T),HIMACHAL PRADESH,Kangra
107,Udaipur (S.T),HIMACHAL PRADESH,Lahul & Spiti
108,Lahul     (T),HIMACHAL PRADESH,Lahul & Spiti
109,Spiti       (T),HIMACHAL PRADESH,Lahul & Spiti
111,Manali(T),HIMACHAL PRADESH,Kullu
112,Kullu(T),HIMACHAL PRADESH,Kullu
113,Sainj(S.T),HIMACHAL PRADESH,Kullu
114,Banjar(T),HIMACHAL PRADESH,Kullu
115,Ani(S.T),HIMACHAL PRADESH,Kullu
116,Nermand(T),HIMACHAL PRADESH,Kullu
118,Padhar(T),HIMACHAL PRADESH,Mandi
119,Jogindarnagar(T),HIMACHAL PRADESH,Mandi
120,Lad Bharol(T),HIMACHAL PRADESH,Mandi
121,Sandhol(S.T),HIMACHAL PRADESH,Mandi
122,Dharmpur(S.T),HIMACHAL PRADESH,Mandi
123,Kotli(S.T),HIMACHAL PRADESH,Mandi
124,Sarkaghat(T),HIMACHAL PRADESH,Mandi
125,Baldwara(S.T),HIMACHAL PRADESH,Mandi
126,Sundarnagar(T),HIMACHAL PRADESH,Mandi
127,Mandi(T),HIMACHAL PRADESH,Mandi
128,Aut(S.T),HIMACHAL PRADESH,Mandi
129,Bali Chowki(S.T),HIMACHAL PRADESH,Mandi
130,Thunag(T),HIMACHAL PRADESH,Mandi
131,Chachyot(T),HIMACHAL PRADESH,Mandi
132,Nihri(S.T),HIMACHAL PRADESH,Mandi
133,Karsog(T),HIMACHAL PRADESH,Mandi
135,Tira Sujanpur(T),HIMACHAL PRADESH,Hamirpur
136,Nadaun(T),HIMACHAL PRADESH,Hamirpur
137,Hamirpur(T),HIMACHAL PRADESH,Hamirpur
138,Barsar(T),HIMACHAL PRADESH,Hamirpur
139,Dhatwal(ST),HIMACHAL PRADESH,Hamirpur
140,Bhoranj(T),HIMACHAL PRADESH,Hamirpur
142,Bharwain(S.T),HIMACHAL PRADESH,Una
143,Amb(T),HIMACHAL PRADESH,Una
144,Bangana(T),HIMACHAL PRADESH,Una
145,Una(T),HIMACHAL PRADESH,Una
146,Haroli(S.T),HIMACHAL PRADESH,Una
148,Ghumarwin(T),HIMACHAL PRADESH,Bilaspur
149,Jhanduta(T),HIMACHAL PRADESH,Bilaspur
150,Naina Devi(S.T),HIMACHAL PRADESH,Bilaspur
151,Bilaspur Sadar(T),HIMACHAL PRADESH,Bilaspur
153,Arki(T),HIMACHAL PRADESH,Solan
154,Ramshahr(S.T),HIMACHAL PRADESH,Solan
155,Nalagarh(T),HIMACHAL PRADESH,Solan
156,Krishangarh(S.T),HIMACHAL PRADESH,Solan
157,Kasauli(T),HIMACHAL PRADESH,Solan
158,Solan(T),HIMACHAL PRADESH,Solan
159,Kandaghat(T),HIMACHAL PRADESH,Solan
161,Rajgarh(T),HIMACHAL PRADESH,Sirmaur
162,Nohra(S.T),HIMACHAL PRADESH,Sirmaur
163,Pachhad(T),HIMACHAL PRADESH,Sirmaur
164,Renuka(T),HIMACHAL PRADESH,Sirmaur
165,Dadahu(S.T),HIMACHAL PRADESH,Sirmaur
166,Nahan(T),HIMACHAL PRADESH,Sirmaur
167,Paonta Sahib(T),HIMACHAL PRADESH,Sirmaur
168,Kamrau(S.T),HIMACHAL PRADESH,Sirmaur
169,Shalai(T),HIMACHAL PRADESH,Sirmaur
170,Ronhat(S.T),HIMACHAL PRADESH,Sirmaur
172,Rampur(T),HIMACHAL PRADESH,Shimla
173,Nankhari(S.T),HIMACHAL PRADESH,Shimla
174,Kumharsain(T),HIMACHAL PRADESH,Shimla
175,Seoni(T),HIMACHAL PRADESH,Shimla
176,Shimla Rural(T),HIMACHAL PRADESH,Shimla
177,Shimla Urban(T),HIMACHAL PRADESH,Shimla
178,Junga(S.T),HIMACHAL PRADESH,Shimla
179,Theog(T),HIMACHAL PRADESH,Shimla
180,Chaupal(T),HIMACHAL PRADESH,Shimla
181,Cheta(S.T),HIMACHAL PRADESH,Shimla
182,Nerua(S.T),HIMACHAL PRADESH,Shimla
183,Jubbal(T),HIMACHAL PRADESH,Shimla
184,Kotkhai(T),HIMACHAL PRADESH,Shimla
185,Tikar(S.T),HIMACHAL PRADESH,Shimla
186,Rohru(T),HIMACHAL PRADESH,Shimla
187,Chirgaon(T),HIMACHAL PRADESH,Shimla
188,Dodra Kwar(T),HIMACHAL PRADESH,Shimla
190,Hangrang(S.T),HIMACHAL PRADESH,Kinnaur
191,Poo(T),HIMACHAL PRADESH,Kinnaur
192,Morang(T),HIMACHAL PRADESH,Kinnaur
193,Kalpa(T),HIMACHAL PRADESH,Kinnaur
194,Nichar(T),HIMACHAL PRADESH,Kinnaur
195,Sangla(T),HIMACHAL PRADESH,Kinnaur
198,Dhar Kalan,PUNJAB,Gurdaspur
199,Pathankot,PUNJAB,Gurdaspur
200,Gurdaspur,PUNJAB,Gurdaspur
201,Batala,PUNJAB,Gurdaspur
202,Dera Baba Nanak,PUNJAB,Gurdaspur
204,Ajnala,PUNJAB,Amritsar
205,Amritsar -I,PUNJAB,Amritsar
206,Amritsar- II,PUNJAB,Amritsar
207,Tarn-Taran,PUNJAB,Amritsar
208,Patti,PUNJAB,Amritsar
209,Khadur Sahib,PUNJAB,Amritsar
210,Baba Bakala,PUNJAB,Amritsar
212,Bhulath,PUNJAB,Kapurthala
213,Kapurthala,PUNJAB,Kapurthala
214,Sultanpur Lodhi,PUNJAB,Kapurthala
215,Phagwara,PUNJAB,Kapurthala
217,Shahkot,PUNJAB,Jalandhar
218,Nakodar,PUNJAB,Jalandhar
219,Phillaur,PUNJAB,Jalandhar
220,Jalandhar - I,PUNJAB,Jalandhar
221,Jalandhar -II,PUNJAB,Jalandhar
223,Dasua,PUNJAB,Hoshiarpur
224,Mukerian,PUNJAB,Hoshiarpur
225,Hoshiarpur,PUNJAB,Hoshiarpur
226,Garhshankar,PUNJAB,Hoshiarpur
228,Nawanshahr,PUNJAB,Nawanshahr
229,Balachaur,PUNJAB,Nawanshahr
231,Anandpur Sahib,PUNJAB,Rupnagar
232,Rupnagar,PUNJAB,Rupnagar
233,Kharar,PUNJAB,Rupnagar
234,S.A.S.Nagar (Mohali),PUNJAB,Rupnagar
236,Bassi Pathana,PUNJAB,Fatehgarh Sahib
237,Fatehgarh Sahib,PUNJAB,Fatehgarh Sahib
238,Amloh,PUNJAB,Fatehgarh Sahib
239,Khamanon,PUNJAB,Fatehgarh Sahib
241,Samrala,PUNJAB,Ludhiana
242,Khanna,PUNJAB,Ludhiana
243,Payal,PUNJAB,Ludhiana
244,Ludhiana (East),PUNJAB,Ludhiana
245,Ludhiana (West),PUNJAB,Ludhiana
246,Raikot,PUNJAB,Ludhiana
247,Jagraon,PUNJAB,Ludhiana
249,Nihal Singhwala,PUNJAB,Moga
250,Bagha Purana,PUNJAB,Moga
251,Moga,PUNJAB,Moga
253,Zira,PUNJAB,Firozpur
254,Firozepur,PUNJAB,Firozpur
255,Jalalabad,PUNJAB,Firozpur
256,Fazilka,PUNJAB,Firozpur
257,Abohar,PUNJAB,Firozpur
259,Malout,PUNJAB,Muktsar
260,Giddarbaha,PUNJAB,Muktsar
261,Muktsar,PUNJAB,Muktsar
263,Faridkot,PUNJAB,Faridkot
264,Jaitu,PUNJAB,Faridkot
266,Rampura Phul,PUNJAB,Bathinda
267,Bathinda,PUNJAB,Bathinda
268,Talwandi Sabo,PUNJAB,Bathinda
270,Sardulgarh,PUNJAB,Mansa
271,Budhlada,PUNJAB,Mansa
272,Mansa,PUNJAB,Mansa
274,Barnala,PUNJAB,Sangrur
275,Malerkotla,PUNJAB,Sangrur
276,Dhuri,PUNJAB,Sangrur
277,Sangrur,PUNJAB,Sangrur
278,Sunam,PUNJAB,Sangrur
279,Moonak,PUNJAB,Sangrur
281,Samana,PUNJAB,Patiala
282,Nabha,PUNJAB,Patiala
283,Patiala,PUNJAB,Patiala
284,Rajpura,PUNJAB,Patiala
285,Dera Bassi,PUNJAB,Patiala
288,Chandigarh,CHANDIGARH,Chandigarh
291,Puraula,UTTARANCHAL,Uttarkashi
292,Rajgarhi,UTTARANCHAL,Uttarkashi
293,Dunda,UTTARANCHAL,Uttarkashi
294,Bhatwari,UTTARANCHAL,Uttarkashi
296,Joshimath ,UTTARANCHAL,Chamoli
297,Chamoli,UTTARANCHAL,Chamoli
298,Pokhari **,UTTARANCHAL,Chamoli
299,Karnaprayag ,UTTARANCHAL,Chamoli
300,Tharali,UTTARANCHAL,Chamoli
301,Gair Sain **,UTTARANCHAL,Chamoli
303,Ukhimath,UTTARANCHAL,Rudraprayag
304,Rudraprayag ,UTTARANCHAL,Rudraprayag
306,Ghansali **,UTTARANCHAL,Tehri Garhwal
307,Devprayag,UTTARANCHAL,Tehri Garhwal
308,Pratapnagar,UTTARANCHAL,Tehri Garhwal
309,Tehri,UTTARANCHAL,Tehri Garhwal
310,Narendranagar,UTTARANCHAL,Tehri Garhwal
312,Chakrata,UTTARANCHAL,Dehradun
313,Vikasnagar **,UTTARANCHAL,Dehradun
314,Dehradun,UTTARANCHAL,Dehradun
315,Rishikesh **,UTTARANCHAL,Dehradun
317,Srinagar **,UTTARANCHAL,Garhwal
318,Pauri,UTTARANCHAL,Garhwal
319,Thali Sain,UTTARANCHAL,Garhwal
320,Dhoomakot,UTTARANCHAL,Garhwal
321,Lansdowne ,UTTARANCHAL,Garhwal
322,Kotdwara,UTTARANCHAL,Garhwal
324,Munsiari,UTTARANCHAL,Pithoragarh
325,Dharchula,UTTARANCHAL,Pithoragarh
326,Didihat,UTTARANCHAL,Pithoragarh
327,Gangolihat,UTTARANCHAL,Pithoragarh
328,Pithoragarh,UTTARANCHAL,Pithoragarh
330,Kapkot **,UTTARANCHAL,Bageshwar
331,Bageshwar ,UTTARANCHAL,Bageshwar
333,Bhikia Sain,UTTARANCHAL,Almora
334,Ranikhet,UTTARANCHAL,Almora
335,Almora,UTTARANCHAL,Almora
337,Champawat,UTTARANCHAL,Champawat
339,Kosya Kutauli,UTTARANCHAL,Nainital
340,Nainital,UTTARANCHAL,Nainital
341,Dhari,UTTARANCHAL,Nainital
342,Haldwani,UTTARANCHAL,Nainital
344,Kashipur,UTTARANCHAL,Udham Singh Nagar
345,Kichha,UTTARANCHAL,Udham Singh Nagar
346,Sitarganj,UTTARANCHAL,Udham Singh Nagar
347,Khatima,UTTARANCHAL,Udham Singh Nagar
349,Roorkee,UTTARANCHAL,Hardwar
350,Hardwar,UTTARANCHAL,Hardwar
351,Laksar,UTTARANCHAL,Hardwar
354,Kalka,HARYANA,Panchkula
355,Panchkula,HARYANA,Panchkula
357,Naraingarh,HARYANA,Ambala
358,Ambala,HARYANA,Ambala
359,Barara,HARYANA,Ambala
361,Jagadhri,HARYANA,Yamunanagar
362,Chhachhrauli,HARYANA,Yamunanagar
364,Shahbad,HARYANA,Kurukshetra
365,Pehowa,HARYANA,Kurukshetra
366,Thanesar,HARYANA,Kurukshetra
368,Guhla,HARYANA,Kaithal
369,Kaithal,HARYANA,Kaithal
371,Nilokheri,HARYANA,Karnal
372,Indri,HARYANA,Karnal
373,Karnal,HARYANA,Karnal
374,Assandh,HARYANA,Karnal
375,Gharaunda,HARYANA,Karnal
377,Panipat,HARYANA,Panipat
378,Israna,HARYANA,Panipat
379,Samalkha,HARYANA,Panipat
381,Gohana,HARYANA,Sonipat
382,Ganaur,HARYANA,Sonipat
383,Sonipat,HARYANA,Sonipat
384,Kharkhoda,HARYANA,Sonipat
386,Narwana,HARYANA,Jind
387,Jind,HARYANA,Jind
388,Julana,HARYANA,Jind
389,Safidon,HARYANA,Jind
391,Ratia,HARYANA,Fatehabad
392,Tohana,HARYANA,Fatehabad
393,Fatehabad,HARYANA,Fatehabad
395,Dabwali,HARYANA,Sirsa
396,Sirsa,HARYANA,Sirsa
397,Rania,HARYANA,Sirsa
398,Ellenabad,HARYANA,Sirsa
400,Adampur,HARYANA,Hisar
401,Hisar,HARYANA,Hisar
402,Narnaund,HARYANA,Hisar
403,Hansi,HARYANA,Hisar
405,Bawani Khera,HARYANA,Bhiwani
406,Bhiwani,HARYANA,Bhiwani
407,Tosham,HARYANA,Bhiwani
408,Siwani,HARYANA,Bhiwani
409,Loharu ,HARYANA,Bhiwani
410,Dadri,HARYANA,Bhiwani
412,Maham,HARYANA,Rohtak
413,Rohtak,HARYANA,Rohtak
415,Beri,HARYANA,Jhajjar
416,Bahadurgarh,HARYANA,Jhajjar
417,Jhajjar,HARYANA,Jhajjar
419,Mahendragarh,HARYANA,Mahendragarh
420,Narnaul,HARYANA,Mahendragarh
422,Kosli,HARYANA,Rewari
423,Rewari,HARYANA,Rewari
424,Bawal,HARYANA,Rewari
426,Pataudi,HARYANA,Gurgaon
427,Gurgaon,HARYANA,Gurgaon
428,Sohna,HARYANA,Gurgaon
429,Taoru,HARYANA,Gurgaon
430,Nuh,HARYANA,Gurgaon
431,Ferozepur Jhirka,HARYANA,Gurgaon
432,Punahana,HARYANA,Gurgaon
434,Faridabad,HARYANA,Faridabad
435,Ballabgarh,HARYANA,Faridabad
436,Palwal,HARYANA,Faridabad
437,Hathin,HARYANA,Faridabad
438,Hodal,HARYANA,Faridabad
441,Narela,DELHI,North West  
442,Saraswati Vihar,DELHI,North West  
443,Model Town,DELHI,North West  
445,Civil Lines,DELHI,North  
446,Sadar Bazar,DELHI,North  
447,Kotwali,DELHI,North  
449,Seelam Pur,DELHI,North East  
450,Shahdara,DELHI,North East  
451,Seema Puri,DELHI,North East  
453,Gandhi Nagar,DELHI,East  
454,Vivek Vihar,DELHI,East  
455,Preet Vihar,DELHI,East  
457,Parliament Street,DELHI,New Delhi
458,Connaught Place,DELHI,New Delhi
459,Chanakya Puri,DELHI,New Delhi
461,Karol Bagh,DELHI,Central 
462,Pahar Ganj,DELHI,Central 
463,Darya Ganj,DELHI,Central 
465,Punjabi Bagh,DELHI,West  
466,Patel Nagar,DELHI,West  
467,Rajouri Garden,DELHI,West  
469,Najafgarh,DELHI,South West  
470,Delhi Cantonment.,DELHI,South West  
471,Vasant Vihar,DELHI,South West  
473,Defence Colony,DELHI,South 
474,Hauz Khas,DELHI,South 
475,Kalkaji,DELHI,South 
478,Karanpur,RAJASTHAN,Ganganagar
479,Ganganagar,RAJASTHAN,Ganganagar
480,Sadulshahar,RAJASTHAN,Ganganagar
481,Padampur,RAJASTHAN,Ganganagar
482,Raisinghnagar,RAJASTHAN,Ganganagar
483,Anupgarh,RAJASTHAN,Ganganagar
484,Gharsana,RAJASTHAN,Ganganagar
485,Vijainagar,RAJASTHAN,Ganganagar
486,Suratgarh,RAJASTHAN,Ganganagar
488,Sangaria,RAJASTHAN,Hanumangarh
489,Tibi,RAJASTHAN,Hanumangarh
490,Hanumangarh,RAJASTHAN,Hanumangarh
491,Pilibanga,RAJASTHAN,Hanumangarh
492,Rawatsar,RAJASTHAN,Hanumangarh
493,Nohar,RAJASTHAN,Hanumangarh
494,Bhadra,RAJASTHAN,Hanumangarh
496,Bikaner,RAJASTHAN,Bikaner
497,Poogal,RAJASTHAN,Bikaner
498,Lunkaransar,RAJASTHAN,Bikaner
499,Kolayat,RAJASTHAN,Bikaner
500,Nokha,RAJASTHAN,Bikaner
501,Khajuwala,RAJASTHAN,Bikaner
502,Chhatargarh,RAJASTHAN,Bikaner
504,Taranagar,RAJASTHAN,Churu
505,Rajgarh,RAJASTHAN,Churu
506,Sardarshahar,RAJASTHAN,Churu
507,Churu,RAJASTHAN,Churu
508,Dungargarh,RAJASTHAN,Churu
509,Ratangarh,RAJASTHAN,Churu
510,Sujangarh,RAJASTHAN,Churu
512,Jhunjhunun,RAJASTHAN,Jhunjhunun
513,Chirawa,RAJASTHAN,Jhunjhunun
514,Buhana,RAJASTHAN,Jhunjhunun
515,Khetri,RAJASTHAN,Jhunjhunun
516,Nawalgarh,RAJASTHAN,Jhunjhunun
517,Udaipurwati,RAJASTHAN,Jhunjhunun
519,Behror,RAJASTHAN,Alwar
520,Mandawar,RAJASTHAN,Alwar
521,Kotkasim,RAJASTHAN,Alwar
522,Tijara,RAJASTHAN,Alwar
523,Kishangarh Bas,RAJASTHAN,Alwar
524,Ramgarh,RAJASTHAN,Alwar
525,Alwar,RAJASTHAN,Alwar
526,Bansur,RAJASTHAN,Alwar
527,Thanagazi,RAJASTHAN,Alwar
528,Rajgarh,RAJASTHAN,Alwar
529,Lachhmangarh,RAJASTHAN,Alwar
530,Kathumar,RAJASTHAN,Alwar
532,Pahari,RAJASTHAN,Bharatpur
533,Kaman,RAJASTHAN,Bharatpur
534,Nagar,RAJASTHAN,Bharatpur
535,Deeg,RAJASTHAN,Bharatpur
536,Nadbai,RAJASTHAN,Bharatpur
537,Kumher,RAJASTHAN,Bharatpur
538,Bharatpur,RAJASTHAN,Bharatpur
539,Weir,RAJASTHAN,Bharatpur
540,Bayana,RAJASTHAN,Bharatpur
541,Rupbas,RAJASTHAN,Bharatpur
543,Baseri,RAJASTHAN,Dhaulpur
544,Bari,RAJASTHAN,Dhaulpur
545,Sepau,RAJASTHAN,Dhaulpur
546,Dhaulpur,RAJASTHAN,Dhaulpur
547,Rajakhera,RAJASTHAN,Dhaulpur
549,Todabhim,RAJASTHAN,Karauli
550,Nadoti,RAJASTHAN,Karauli
551,Hindaun,RAJASTHAN,Karauli
552,Karauli,RAJASTHAN,Karauli
553,Mandrail,RAJASTHAN,Karauli
554,Sapotra,RAJASTHAN,Karauli
556,Gangapur,RAJASTHAN,Sawai Madhopur
557,Bamanwas,RAJASTHAN,Sawai Madhopur
558,Malarna Doongar,RAJASTHAN,Sawai Madhopur
559,Bonli,RAJASTHAN,Sawai Madhopur
560,Chauth Ka Barwara,RAJASTHAN,Sawai Madhopur
561,Sawai Madhopur,RAJASTHAN,Sawai Madhopur
562,Khandar,RAJASTHAN,Sawai Madhopur
564,Baswa,RAJASTHAN,Dausa
565,Mahwa,RAJASTHAN,Dausa
566,Sikrai,RAJASTHAN,Dausa
567,Dausa,RAJASTHAN,Dausa
568,Lalsot,RAJASTHAN,Dausa
570,Kotputli,RAJASTHAN,Jaipur
571,Viratnagar,RAJASTHAN,Jaipur
572,Shahpura,RAJASTHAN,Jaipur
573,Chomu,RAJASTHAN,Jaipur
574,Phulera (HQ.Sambhar),RAJASTHAN,Jaipur
575,Dudu (HQ. Mauzamabad),RAJASTHAN,Jaipur
576,Phagi,RAJASTHAN,Jaipur
577,Sanganer,RAJASTHAN,Jaipur
578,Jaipur,RAJASTHAN,Jaipur
579,Amber,RAJASTHAN,Jaipur
580,Jamwa Ramgarh,RAJASTHAN,Jaipur
581,Bassi,RAJASTHAN,Jaipur
582,Chaksu,RAJASTHAN,Jaipur
584,Fatehpur,RAJASTHAN,Sikar
585,Lachhmangarh,RAJASTHAN,Sikar
586,Sikar,RAJASTHAN,Sikar
587,Danta Ramgarh,RAJASTHAN,Sikar
588,Sri Madhopur,RAJASTHAN,Sikar
589,Neem Ka Thana,RAJASTHAN,Sikar
591,Ladnu,RAJASTHAN,Nagaur
592,Didwana,RAJASTHAN,Nagaur
593,Jayal,RAJASTHAN,Nagaur
594,Nagaur,RAJASTHAN,Nagaur
595,Kheenvsar,RAJASTHAN,Nagaur
596,Merta,RAJASTHAN,Nagaur
597,Degana,RAJASTHAN,Nagaur
598,Parbatsar,RAJASTHAN,Nagaur
599,Makrana,RAJASTHAN,Nagaur
600,Nawa,RAJASTHAN,Nagaur
602,Phalodi,RAJASTHAN,Jodhpur
603,Osian,RAJASTHAN,Jodhpur
604,Bhopalgarh,RAJASTHAN,Jodhpur
605,Jodhpur,RAJASTHAN,Jodhpur
606,Shergarh,RAJASTHAN,Jodhpur
607,Luni,RAJASTHAN,Jodhpur
608,Bilara,RAJASTHAN,Jodhpur
610,Jaisalmer,RAJASTHAN,Jaisalmer
611,Pokaran,RAJASTHAN,Jaisalmer
612,Fatehgarh,RAJASTHAN,Jaisalmer
614,Sheo,RAJASTHAN,Barmer
615,Baytoo,RAJASTHAN,Barmer
616,Pachpadra,RAJASTHAN,Barmer
617,Siwana,RAJASTHAN,Barmer
618,Gudha Malani,RAJASTHAN,Barmer
619,Barmer,RAJASTHAN,Barmer
620,Ramsar,RAJASTHAN,Barmer
621,Chohtan,RAJASTHAN,Barmer
623,Sayla,RAJASTHAN,Jalor
624,Ahore,RAJASTHAN,Jalor
625,Jalor,RAJASTHAN,Jalor
626,Bhinmal,RAJASTHAN,Jalor
627,Bagora,RAJASTHAN,Jalor
628,Sanchore,RAJASTHAN,Jalor
629,Raniwara,RAJASTHAN,Jalor
631,Sheoganj,RAJASTHAN,Sirohi
632,Sirohi,RAJASTHAN,Sirohi
633,Pindwara,RAJASTHAN,Sirohi
634,Abu Road,RAJASTHAN,Sirohi
635,Reodar,RAJASTHAN,Sirohi
637,Jaitaran,RAJASTHAN,Pali
638,Raipur,RAJASTHAN,Pali
639,Sojat,RAJASTHAN,Pali
640,Rohat,RAJASTHAN,Pali
641,Pali,RAJASTHAN,Pali
642,Marwar Junction,RAJASTHAN,Pali
643,Desuri,RAJASTHAN,Pali
644,Sumerpur,RAJASTHAN,Pali
645,Bali,RAJASTHAN,Pali
647,Kishangarh,RAJASTHAN,Ajmer
648,Ajmer,RAJASTHAN,Ajmer
649,Peesangan,RAJASTHAN,Ajmer
650,Beawar,RAJASTHAN,Ajmer
651,Masuda,RAJASTHAN,Ajmer
652,Nasirabad,RAJASTHAN,Ajmer
653,Bhinay,RAJASTHAN,Ajmer
654,Sarwar,RAJASTHAN,Ajmer
655,Kekri,RAJASTHAN,Ajmer
657,Malpura,RAJASTHAN,Tonk
658,Peeplu,RAJASTHAN,Tonk
659,Niwai,RAJASTHAN,Tonk
660,Tonk,RAJASTHAN,Tonk
661,Todaraisingh,RAJASTHAN,Tonk
662,Deoli,RAJASTHAN,Tonk
663,Uniara,RAJASTHAN,Tonk
665,Hindoli,RAJASTHAN,Bundi
666,Nainwa,RAJASTHAN,Bundi
667,Indragarh,RAJASTHAN,Bundi
668,Keshoraipatan,RAJASTHAN,Bundi
669,Bundi,RAJASTHAN,Bundi
671,Asind,RAJASTHAN,Bhilwara
672,Hurda,RAJASTHAN,Bhilwara
673,Shahpura,RAJASTHAN,Bhilwara
674,Banera,RAJASTHAN,Bhilwara
675,Mandal,RAJASTHAN,Bhilwara
676,Raipur,RAJASTHAN,Bhilwara
677,Sahara,RAJASTHAN,Bhilwara
678,Bhilwara,RAJASTHAN,Bhilwara
679,Kotri,RAJASTHAN,Bhilwara
680,Jahazpur,RAJASTHAN,Bhilwara
681,Mandalgarh,RAJASTHAN,Bhilwara
682,Beejoliya,RAJASTHAN,Bhilwara
684,Bhim,RAJASTHAN,Rajsamand
685,Deogarh,RAJASTHAN,Rajsamand
686,Amet,RAJASTHAN,Rajsamand
687,Kumbhalgarh,RAJASTHAN,Rajsamand
688,Rajsamand,RAJASTHAN,Rajsamand
689,Railmagra,RAJASTHAN,Rajsamand
690,Nathdwara,RAJASTHAN,Rajsamand
692,Mavli,RAJASTHAN,Udaipur
693,Gogunda,RAJASTHAN,Udaipur
694,Kotra,RAJASTHAN,Udaipur
